# Age    [M/H]     CN1    CN2  Ca4227    G   Fe4383 Ca4455 Fe4531  C4668   Hb   Fe5015   Mg1    Mg2    Mgb  Fe5270 Fe5335 Fe5406 Fe5709 Fe5782   NaD   TiO1   TiO2    HdA    HgA     HdF   HgF   D4000   CaT*   PaT    CaT    sTiO   MgI    D_CO
#===============================================================================================================================================================================================================================================
 1.7783  0.0000  -0.044 -0.003  0.918  3.433  3.173  1.196  2.717  3.486  2.920  4.654  0.059  0.165  2.595  2.375  2.096  1.300  0.855  0.707  2.452  0.036  0.052  1.427 -0.981  2.023  1.374  1.739  7.071  1.250  8.234  1.084  0.611  1.216
 1.9953  0.0000  -0.037  0.003  0.967  3.666  3.419  1.239  2.789  3.624  2.744  4.735  0.062  0.171  2.676  2.431  2.151  1.339  0.868  0.720  2.519  0.037  0.054  1.035 -1.552  1.793  1.061  1.778  7.190  1.165  8.273  1.065  0.627  1.206
 2.2387  0.0000  -0.027  0.011  1.024  3.920  3.737  1.293  2.877  3.828  2.568  4.865  0.067  0.180  2.793  2.506  2.224  1.392  0.888  0.739  2.598  0.038  0.056  0.579 -2.184  1.545  0.715  1.826  7.293  1.096  8.312  1.054  0.644  1.196
 2.5119  0.0000  -0.017  0.020  1.076  4.175  3.996  1.344  2.963  4.023  2.429  4.977  0.071  0.187  2.931  2.583  2.295  1.444  0.909  0.757  2.674  0.038  0.056  0.116 -2.800  1.295  0.374  1.873  7.343  1.040  8.310  1.050  0.656  1.191
 2.8184  0.0000  -0.008  0.027  1.132  4.406  4.221  1.394  3.041  4.223  2.303  5.104  0.075  0.196  3.089  2.650  2.362  1.490  0.923  0.769  2.752  0.039  0.059 -0.324 -3.368  1.072  0.056  1.931  7.385  0.998  8.313  1.051  0.666  1.191
 3.1623  0.0000   0.001  0.036  1.193  4.630  4.463  1.449  3.129  4.438  2.173  5.225  0.080  0.206  3.246  2.725  2.436  1.545  0.942  0.788  2.841  0.040  0.061 -0.782 -3.935  0.852 -0.261  2.008  7.433  0.970  8.335  1.052  0.680  1.189
 3.5481  0.0000   0.009  0.042  1.237  4.810  4.660  1.491  3.196  4.587  2.072  5.296  0.084  0.213  3.354  2.779  2.488  1.585  0.956  0.801  2.912  0.040  0.062 -1.151 -4.379  0.675 -0.507  2.062  7.438  0.957  8.328  1.056  0.688  1.189
 3.9811  0.0000   0.015  0.048  1.287  4.967  4.847  1.525  3.258  4.703  1.981  5.353  0.088  0.220  3.458  2.834  2.542  1.624  0.970  0.812  2.989  0.040  0.062 -1.470 -4.756  0.515 -0.725  2.111  7.465  0.933  8.333  1.050  0.698  1.186
 4.4668  0.0000   0.012  0.044  1.290  4.946  4.814  1.520  3.249  4.647  1.987  5.325  0.088  0.220  3.460  2.822  2.535  1.616  0.963  0.805  3.000  0.040  0.062 -1.412 -4.694  0.542 -0.696  2.103  7.446  0.940  8.320  1.050  0.700  1.185
 5.0119  0.0000   0.016  0.049  1.331  5.067  4.947  1.552  3.300  4.746  1.914  5.383  0.091  0.226  3.539  2.863  2.577  1.646  0.973  0.816  3.061  0.041  0.063 -1.667 -5.002  0.424 -0.867  2.142  7.445  0.932  8.312  1.054  0.705  1.185
 5.6234  0.0000   0.022  0.054  1.381  5.186  5.103  1.586  3.360  4.850  1.836  5.442  0.095  0.233  3.625  2.915  2.627  1.684  0.984  0.828  3.145  0.041  0.064 -1.934 -5.314  0.297 -1.042  2.189  7.448  0.921  8.304  1.055  0.712  1.184
 6.3096  0.0000   0.020  0.051  1.400  5.246  5.130  1.589  3.365  4.791  1.798  5.410  0.096  0.234  3.667  2.913  2.629  1.680  0.979  0.818  3.183  0.040  0.062 -2.033 -5.445  0.251 -1.128  2.208  7.418  0.899  8.254  1.046  0.718  1.180
 7.0795  0.0000   0.024  0.055  1.444  5.338  5.264  1.615  3.414  4.864  1.735  5.448  0.099  0.240  3.744  2.957  2.668  1.708  0.987  0.826  3.263  0.040  0.063 -2.241 -5.682  0.148 -1.264  2.253  7.406  0.894  8.237  1.048  0.723  1.181
 7.9433  0.0000   0.027  0.058  1.486  5.450  5.390  1.646  3.462  4.943  1.664  5.490  0.103  0.247  3.827  2.993  2.706  1.736  0.994  0.832  3.333  0.041  0.063 -2.497 -5.969  0.043 -1.431  2.302  7.392  0.883  8.213  1.049  0.728  1.180
 8.9125  0.0000   0.032  0.062  1.541  5.544  5.544  1.679  3.524  5.037  1.592  5.535  0.107  0.254  3.908  3.045  2.759  1.776  1.004  0.845  3.429  0.041  0.065 -2.737 -6.232 -0.067 -1.582  2.354  7.380  0.875  8.194  1.051  0.733  1.180
10.0000  0.0000   0.035  0.066  1.587  5.626  5.661  1.708  3.572  5.107  1.528  5.574  0.111  0.260  3.982  3.084  2.800  1.807  1.011  0.853  3.508  0.042  0.066 -2.954 -6.466 -0.154 -1.716  2.407  7.370  0.867  8.176  1.050  0.740  1.179
11.2202  0.0000   0.039  0.070  1.641  5.716  5.807  1.741  3.631  5.194  1.459  5.618  0.116  0.267  4.060  3.134  2.850  1.844  1.020  0.864  3.603  0.042  0.067 -3.197 -6.721 -0.259 -1.859  2.453  7.347  0.862  8.148  1.054  0.744  1.180
12.5893  0.0000   0.044  0.075  1.697  5.796  5.960  1.775  3.693  5.292  1.389  5.683  0.120  0.275  4.153  3.191  2.901  1.881  1.030  0.875  3.706  0.043  0.068 -3.443 -6.973 -0.365 -2.007  2.513  7.348  0.854  8.142  1.052  0.752  1.179
14.1254  0.0000   0.049  0.081  1.752  5.876  6.099  1.814  3.755  5.395  1.321  5.741  0.125  0.283  4.228  3.240  2.952  1.920  1.039  0.888  3.800  0.043  0.069 -3.700 -7.234 -0.460 -2.145  2.565  7.334  0.853  8.127  1.055  0.756  1.180
15.8489  0.0000   0.053  0.085  1.805  5.932  6.231  1.843  3.811  5.464  1.261  5.777  0.130  0.290  4.291  3.288  3.000  1.955  1.047  0.898  3.901  0.044  0.071 -3.899 -7.423 -0.542 -2.258  2.605  7.313  0.854  8.106  1.058  0.760  1.180
17.7828  0.0000   0.057  0.090  1.854  5.990  6.347  1.876  3.866  5.538  1.198  5.822  0.134  0.297  4.367  3.331  3.041  1.988  1.052  0.907  4.001  0.044  0.072 -4.128 -7.645 -0.623 -2.383  2.656  7.288  0.853  8.081  1.060  0.765  1.180
 0.0631  0.2223  -0.150 -0.072  0.423 -0.745  0.658  0.472  1.206  1.996  5.333  3.220  0.065  0.141  1.714  1.836  1.620  1.106  0.842  0.796  2.870  0.044  0.082  7.203  6.334  5.657  5.543  1.183  6.579  3.438  9.776  0.997  0.522  1.194
 0.0708  0.2223  -0.152 -0.074  0.422 -0.776  0.657  0.494  1.258  2.003  5.458  3.261  0.061  0.137  1.682  1.838  1.620  1.091  0.842  0.783  2.751  0.040  0.072  7.221  6.517  5.676  5.655  1.196  6.262  3.622  9.631  0.998  0.495  1.195
 0.0794  0.2223  -0.159 -0.082  0.258 -1.042  0.318  0.298  0.850  1.287  5.635  2.505  0.048  0.107  1.281  1.440  1.227  0.815  0.718  0.661  2.253  0.033  0.054  7.397  6.880  5.784  5.857  1.213  6.018  3.789  9.542  0.997  0.474  1.193
 0.0891  0.2223  -0.163 -0.087  0.150 -1.223  0.118  0.169  0.573  0.803  5.771  1.960  0.038  0.086  0.982  1.138  0.926  0.600  0.616  0.559  1.838  0.028  0.039  7.525  7.136  5.866  5.998  1.228  5.801  3.920  9.446  0.997  0.454  1.191
 0.1000  0.2223  -0.167 -0.092  0.083 -1.383 -0.032  0.084  0.393  0.467  5.917  1.577  0.031  0.071  0.768  0.917  0.704  0.439  0.534  0.479  1.519  0.025  0.028  7.520  7.278  5.884  6.103  1.243  5.590  4.048  9.355  0.996  0.436  1.191
 0.1122  0.2223  -0.175 -0.098  0.044 -1.591 -0.186  0.034  0.295  0.222  6.173  1.333  0.024  0.059  0.612  0.758  0.542  0.318  0.469  0.413  1.264  0.022  0.020  7.952  7.834  6.116  6.363  1.263  5.341  4.217  9.262  0.996  0.411  1.190
 0.1259  0.2223  -0.184 -0.104  0.061 -1.780 -0.251  0.062  0.367  0.238  6.470  1.454  0.023  0.060  0.650  0.785  0.571  0.323  0.467  0.408  1.264  0.023  0.021  8.360  8.345  6.326  6.599  1.284  4.880  3.896  8.503  1.143  0.380  1.251
 0.1413  0.2223  -0.191 -0.110  0.072 -1.929 -0.303  0.085  0.433  0.235  6.725  1.525  0.021  0.059  0.656  0.801  0.587  0.322  0.466  0.401  1.232  0.022  0.019  8.725  8.794  6.509  6.805  1.299  4.752  4.055  8.523  1.123  0.365  1.247
 0.1585  0.2223  -0.197 -0.114  0.088 -2.032 -0.332  0.117  0.516  0.268  6.939  1.630  0.019  0.059  0.677  0.836  0.622  0.335  0.472  0.401  1.223  0.021  0.016  9.058  9.183  6.665  6.978  1.316  4.701  4.187  8.595  1.096  0.355  1.240
 0.1778  0.2223  -0.201 -0.117  0.106 -2.086 -0.341  0.152  0.603  0.319  7.098  1.749  0.017  0.060  0.710  0.878  0.663  0.353  0.480  0.403  1.224  0.021  0.015  9.335  9.491  6.785  7.111  1.335  4.673  4.256  8.631  1.079  0.353  1.234
 0.1995  0.2223  -0.204 -0.119  0.125 -2.101 -0.346  0.188  0.693  0.372  7.228  1.864  0.015  0.061  0.740  0.916  0.702  0.367  0.485  0.401  1.220  0.020  0.013  9.585  9.761  6.881  7.221  1.357  4.638  4.332  8.667  1.061  0.348  1.227
 0.2239  0.2223  -0.205 -0.120  0.148 -2.065 -0.320  0.229  0.788  0.454  7.287  1.999  0.015  0.063  0.790  0.971  0.758  0.395  0.499  0.408  1.246  0.020  0.012  9.756  9.919  6.931  7.276  1.377  4.672  4.314  8.684  1.051  0.354  1.222
 0.2512  0.2223  -0.205 -0.120  0.175 -1.970 -0.270  0.275  0.894  0.563  7.294  2.152  0.014  0.065  0.850  1.034  0.821  0.428  0.513  0.416  1.279  0.020  0.012  9.864  9.987  6.938  7.282  1.400  4.719  4.227  8.650  1.052  0.360  1.222
 0.2818  0.2223  -0.203 -0.119  0.199 -1.852 -0.219  0.317  0.989  0.656  7.272  2.281  0.013  0.067  0.899  1.084  0.872  0.452  0.523  0.419  1.299  0.020  0.012  9.929 10.003  6.919  7.264  1.424  4.732  4.165  8.605  1.053  0.362  1.224
 0.3162  0.2223  -0.199 -0.117  0.229 -1.666 -0.128  0.369  1.101  0.797  7.174  2.444  0.013  0.070  0.974  1.158  0.946  0.493  0.543  0.431  1.349  0.020  0.013  9.903  9.883  6.847  7.175  1.448  4.835  4.049  8.601  1.052  0.375  1.223
 0.3548  0.2223  -0.194 -0.113  0.261 -1.430 -0.008  0.423  1.217  0.960  7.022  2.615  0.014  0.074  1.055  1.237  1.025  0.539  0.563  0.444  1.404  0.020  0.013  9.790  9.649  6.727  7.027  1.471  4.956  3.907  8.589  1.055  0.387  1.224
 0.3981  0.2223  -0.187 -0.108  0.295 -1.151  0.128  0.480  1.333  1.129  6.831  2.783  0.014  0.078  1.139  1.314  1.102  0.583  0.583  0.455  1.456  0.021  0.013  9.601  9.321  6.561  6.830  1.497  5.085  3.743  8.566  1.058  0.399  1.226
 0.4467  0.2223  -0.177 -0.102  0.332 -0.815  0.305  0.543  1.459  1.336  6.577  2.969  0.015  0.082  1.237  1.403  1.191  0.637  0.608  0.471  1.523  0.021  0.014  9.296  8.843  6.334  6.558  1.521  5.289  3.505  8.549  1.062  0.418  1.227
 0.5012  0.2223  -0.166 -0.094  0.374 -0.428  0.524  0.612  1.593  1.583  6.268  3.174  0.017  0.088  1.354  1.507  1.295  0.703  0.638  0.493  1.608  0.021  0.014  8.876  8.216  6.050  6.208  1.545  5.535  3.229  8.538  1.064  0.442  1.227
 0.5623  0.2223  -0.153 -0.085  0.419  0.011  0.784  0.686  1.734  1.858  5.912  3.375  0.019  0.094  1.476  1.615  1.401  0.771  0.670  0.516  1.698  0.021  0.015  8.322  7.434  5.697  5.779  1.571  5.745  2.986  8.522  1.060  0.459  1.226
 0.6310  0.2223  -0.139 -0.075  0.463  0.457  1.053  0.758  1.868  2.127  5.551  3.567  0.022  0.100  1.595  1.715  1.500  0.834  0.698  0.535  1.778  0.022  0.016  7.698  6.584  5.314  5.316  1.583  5.933  2.746  8.487  1.058  0.475  1.225
 0.7079  0.2223  -0.124 -0.064  0.512  0.944  1.357  0.834  2.008  2.421  5.154  3.766  0.025  0.107  1.725  1.822  1.605  0.903  0.729  0.557  1.868  0.022  0.017  6.943  5.592  4.867  4.781  1.588  6.115  2.501  8.440  1.058  0.491  1.225
 0.7943  0.2223  -0.106 -0.050  0.566  1.482  1.723  0.920  2.161  2.776  4.712  3.988  0.029  0.115  1.877  1.946  1.727  0.986  0.766  0.585  1.979  0.022  0.018  5.974  4.384  4.329  4.138  1.600  6.326  2.218  8.389  1.058  0.513  1.223
 0.8913  0.2223  -0.089 -0.037  0.623  1.981  2.104  1.002  2.305  3.124  4.298  4.197  0.034  0.124  2.038  2.067  1.845  1.069  0.803  0.615  2.098  0.023  0.020  5.015  3.215  3.802  3.522  1.615  6.519  1.967  8.348  1.060  0.535  1.223
 1.0000  0.2223  -0.072 -0.024  0.678  2.453  2.452  1.081  2.440  3.464  3.917  4.393  0.038  0.133  2.188  2.183  1.959  1.150  0.839  0.645  2.212  0.024  0.022  3.984  2.036  3.271  2.916  1.635  6.699  1.750  8.326  1.059  0.557  1.221
 1.1220  0.2223  -0.055 -0.010  0.735  2.898  2.857  1.158  2.571  3.797  3.558  4.576  0.044  0.144  2.329  2.295  2.068  1.230  0.873  0.674  2.328  0.024  0.023  2.957  0.865  2.756  2.314  1.668  6.848  1.556  8.295  1.058  0.577  1.217
 1.2589  0.2223  -0.039  0.004  0.803  3.292  3.273  1.237  2.705  4.144  3.241  4.767  0.051  0.156  2.498  2.418  2.192  1.324  0.915  0.714  2.472  0.025  0.026  1.873 -0.271  2.275  1.754  1.714  7.030  1.390  8.323  1.054  0.603  1.211
 1.4125  0.2223  -0.018  0.023  0.924  3.709  3.764  1.352  2.903  4.664  2.896  5.061  0.065  0.178  2.748  2.609  2.392  1.485  0.979  0.791  2.736  0.029  0.038  0.745 -1.531  1.786  1.137  1.786  7.397  1.216  8.527  1.047  0.649  1.207
 1.5849  0.2223  -0.006  0.034  1.069  3.999  4.184  1.456  3.070  5.075  2.648  5.380  0.077  0.199  3.017  2.760  2.549  1.600  1.009  0.845  2.987  0.038  0.058  0.204 -2.336  1.498  0.717  1.855  7.395  1.122  8.438  1.114  0.647  1.232
 1.7783  0.2223  -0.017  0.021  1.058  4.014  4.200  1.417  3.009  4.755  2.650  5.207  0.072  0.192  2.945  2.668  2.469  1.531  0.977  0.801  2.892  0.036  0.054  0.333 -2.250  1.511  0.746  1.847  7.563  1.087  8.574  1.052  0.668  1.204
 1.9953  0.2223  -0.010  0.026  1.112  4.231  4.394  1.461  3.078  4.903  2.531  5.301  0.076  0.199  3.071  2.721  2.526  1.570  0.991  0.813  2.961  0.037  0.056 -0.042 -2.776  1.308  0.456  1.892  7.637  1.037  8.601  1.045  0.683  1.196
 2.2387  0.2223  -0.001  0.034  1.171  4.477  4.632  1.515  3.163  5.117  2.395  5.425  0.081  0.208  3.219  2.790  2.597  1.622  1.010  0.829  3.043  0.038  0.058 -0.502 -3.387  1.073  0.119  1.950  7.697  0.996  8.623  1.045  0.697  1.193
 2.5119  0.2223   0.009  0.042  1.233  4.680  4.867  1.560  3.245  5.318  2.277  5.532  0.086  0.216  3.359  2.865  2.667  1.673  1.026  0.845  3.150  0.039  0.061 -0.901 -3.899  0.852 -0.170  2.016  7.713  0.980  8.624  1.052  0.707  1.193
 2.8184  0.2223   0.018  0.051  1.297  4.890  5.097  1.614  3.330  5.529  2.154  5.639  0.091  0.226  3.506  2.935  2.741  1.727  1.044  0.864  3.251  0.040  0.063 -1.338 -4.439  0.648 -0.469  2.086  7.732  0.964  8.629  1.055  0.720  1.192
 3.1623  0.2223   0.031  0.063  1.365  5.108  5.383  1.677  3.434  5.803  2.015  5.749  0.098  0.238  3.667  3.023  2.828  1.796  1.070  0.892  3.373  0.041  0.065 -1.853 -5.039  0.421 -0.801  2.174  7.768  0.938  8.640  1.052  0.736  1.191
 3.5481  0.2223   0.042  0.073  1.429  5.297  5.622  1.734  3.522  6.040  1.899  5.875  0.104  0.248  3.810  3.101  2.904  1.856  1.093  0.913  3.466  0.041  0.066 -2.301 -5.553  0.228 -1.086  2.255  7.750  0.923  8.609  1.059  0.743  1.192
 3.9811  0.2223   0.050  0.081  1.481  5.412  5.806  1.766  3.585  6.186  1.820  5.935  0.108  0.255  3.911  3.159  2.962  1.896  1.106  0.925  3.562  0.041  0.066 -2.585 -5.873  0.083 -1.268  2.318  7.676  0.921  8.532  1.071  0.742  1.193
 4.4668  0.2223   0.054  0.085  1.522  5.524  5.932  1.799  3.634  6.276  1.751  5.981  0.112  0.261  3.984  3.196  3.000  1.927  1.115  0.934  3.626  0.041  0.067 -2.844 -6.161 -0.022 -1.430  2.366  7.709  0.903  8.548  1.062  0.753  1.191
 5.0119  0.2223   0.049  0.081  1.516  5.473  5.888  1.778  3.614  6.160  1.768  5.898  0.111  0.260  3.952  3.178  2.983  1.910  1.107  0.925  3.641  0.041  0.066 -2.696 -6.004  0.020 -1.357  2.336  7.652  0.909  8.497  1.063  0.750  1.190
 5.6234  0.2223   0.053  0.084  1.564  5.583  6.019  1.810  3.666  6.259  1.699  5.948  0.115  0.267  4.047  3.215  3.023  1.939  1.113  0.933  3.714  0.042  0.068 -2.955 -6.296 -0.087 -1.525  2.387  7.637  0.898  8.472  1.065  0.755  1.190
 6.3096  0.2223   0.055  0.086  1.616  5.682  6.121  1.842  3.711  6.331  1.633  6.016  0.119  0.273  4.151  3.249  3.059  1.966  1.117  0.934  3.788  0.042  0.069 -3.195 -6.569 -0.179 -1.684  2.433  7.611  0.887  8.436  1.066  0.760  1.189
 7.0795  0.2223   0.060  0.091  1.664  5.754  6.259  1.867  3.762  6.416  1.571  6.043  0.123  0.279  4.220  3.295  3.103  1.998  1.126  0.943  3.882  0.042  0.069 -3.402 -6.788 -0.280 -1.814  2.484  7.553  0.875  8.367  1.072  0.760  1.191
 7.9433  0.2223   0.066  0.097  1.722  5.836  6.417  1.898  3.823  6.525  1.500  6.086  0.127  0.287  4.301  3.349  3.157  2.037  1.137  0.956  3.986  0.043  0.070 -3.637 -7.038 -0.390 -1.955  2.541  7.510  0.818  8.271  1.075  0.759  1.191
 8.9125  0.2223   0.070  0.101  1.771  5.921  6.552  1.933  3.878  6.617  1.432  6.113  0.132  0.294  4.380  3.387  3.196  2.069  1.144  0.966  4.074  0.043  0.071 -3.892 -7.294 -0.478 -2.105  2.592  7.503  0.820  8.265  1.073  0.768  1.189
10.0000  0.2223   0.075  0.107  1.826  5.973  6.686  1.960  3.934  6.699  1.372  6.140  0.137  0.301  4.448  3.435  3.244  2.103  1.152  0.977  4.182  0.044  0.072 -4.085 -7.488 -0.566 -2.222  2.641  7.499  0.839  8.280  1.069  0.778  1.187
11.2202  0.2223   0.079  0.112  1.887  6.042  6.812  1.999  3.995  6.796  1.304  6.196  0.142  0.310  4.528  3.481  3.291  2.141  1.162  0.990  4.280  0.044  0.074 -4.324 -7.738 -0.641 -2.351  2.687  7.482  0.831  8.254  1.071  0.783  1.188
12.5893  0.2223   0.089  0.123  1.957  6.085  6.989  2.034  4.069  6.931  1.232  6.242  0.149  0.319  4.613  3.549  3.355  2.189  1.176  1.009  4.417  0.045  0.075 -4.569 -7.967 -0.757 -2.490  2.743  7.448  0.824  8.214  1.073  0.786  1.187
14.1254  0.2223   0.097  0.132  2.025  6.125  7.152  2.069  4.139  7.045  1.165  6.285  0.155  0.328  4.692  3.610  3.413  2.233  1.186  1.025  4.547  0.045  0.076 -4.807 -8.186 -0.854 -2.619  2.808  7.437  0.817  8.197  1.070  0.794  1.186
15.8489  0.2223   0.103  0.139  2.092  6.146  7.287  2.100  4.203  7.140  1.107  6.324  0.160  0.336  4.769  3.664  3.464  2.270  1.190  1.036  4.681  0.046  0.078 -4.988 -8.351 -0.932 -2.712  2.862  7.390  0.817  8.150  1.074  0.796  1.187
17.7828  0.2223   0.103  0.140  2.146  6.173  7.375  2.134  4.261  7.182  1.060  6.346  0.164  0.343  4.826  3.702  3.497  2.295  1.184  1.040  4.808  0.047  0.080 -5.165 -8.508 -0.977 -2.810  2.899  7.343  0.814  8.100  1.077  0.796  1.188
